Date,Front,Next
2017-02-09,2307.9,2316.1
2017-02-10,2316.1,2328.2
2017-02-13,2328.2,2337.6
2017-02-14,2337.6,2349.2
2017-02-15,2349.2,2347.2
2017-02-16,2347.2,2351.2
2017-02-17,2351.2,2365.4
2017-02-21,2365.4,2362.8
2017-02-22,2362.8,2363.8
2017-02-23,2363.8,2367.3
2017-02-24,2367.3,2369.8
2017-02-27,2369.8,2363.6
2017-02-28,2363.6,2396.0
2017-03-01,2396.0,2381.9
2017-03-02,2381.9,2383.1
2017-03-03,2383.1,2375.3
2017-03-06,2375.3,2368.4
2017-03-07,2368.4,2363.0
2017-03-08,2363.0,2364.9
2017-03-09,2364.9,2372.6
2017-03-10,2372.6,2373.5
2017-03-13,2373.5,2365.4
2017-03-14,2365.4,2385.3
2017-03-15,2385.3,2381.4
2017-03-16,2381.4,2378.2
2017-03-17,2378.2,2373.5
2017-03-20,2373.5,2344.0
2017-03-21,2344.0,2348.4
2017-03-22,2348.4,2346.0
2017-03-23,2346.0,2344.0
2017-03-24,2344.0,2341.6
2017-03-27,2341.6,2358.6
2017-03-28,2358.6,2361.1
2017-03-29,2361.1,2368.1
2017-03-30,2368.1,2362.7
2017-03-31,2362.7,2358.8
2017-04-03,2358.8,2360.2
2017-04-04,2360.2,2352.9
2017-04-05,2352.9,2357.5
2017-04-06,2357.5,2355.5
2017-04-07,2355.5,2357.2
2017-04-10,2357.2,2353.8
2017-04-11,2353.8,2344.9
2017-04-12,2344.9,2328.9
2017-04-13,2328.9,2349.0
2017-04-17,2349.0,2342.2
2017-04-18,2342.2,2338.2
2017-04-19,2338.2,2355.8
2017-04-20,2355.8,2348.7
2017-04-21,2348.7,2374.2
2017-04-24,2374.2,2388.6
2017-04-25,2388.6,2387.4
2017-04-26,2387.4,2388.8
2017-04-27,2388.8,2384.2
2017-04-28,2384.2,2388.3
2017-05-01,2388.3,2391.2
2017-05-02,2391.2,2388.1
2017-05-03,2388.1,2389.5
2017-05-04,2389.5,2399.3
2017-05-05,2399.3,2399.4
2017-05-08,2399.4,2396.9
2017-05-09,2396.9,2399.6
2017-05-10,2399.6,2394.4
2017-05-11,2394.4,2390.9
2017-05-12,2390.9,2402.3
2017-05-15,2402.3,2400.7
2017-05-16,2400.7,2357.0
2017-05-17,2357.0,2365.7
2017-05-18,2365.7,2381.7
2017-05-19,2381.7,2394.0
2017-05-22,2394.0,2398.4
2017-05-23,2398.4,2404.4
2017-05-24,2404.4,2415.1
2017-05-25,2415.1,2415.8
2017-05-26,2415.8,2412.9
2017-05-30,2412.9,2411.8
2017-05-31,2411.8,2430.1
2017-06-01,2430.1,2439.1
2017-06-02,2439.1,2436.1
2017-06-05,2436.1,2429.3
2017-06-06,2429.3,2433.1
2017-06-07,2433.1,2433.8
2017-06-08,2433.8,2431.8
2017-06-09,2431.8,2429.4
2017-06-12,2429.4,2440.3
2017-06-13,2440.3,2437.9
2017-06-14,2437.9,2432.5
2017-06-15,2432.5,2433.2
2017-06-16,2433.2,2453.5
2017-06-19,2453.5,2437.0
