Date,Front,Next,Asset,Sector,Carry,Returns,Carry_Z_252,Carry_Z_756,Carry_Z_1260,Carry_Z_2520,Carry_Z,Binary_Carry,Rank_Carry
2015-12-08,2063.6,2047.6,S&P 500,Equities,-0.09340385744480044,-0.006499446343459669,-0.7067697605195928,-0.7067697605195928,-0.7067697605195928,-0.7067697605195928,-0.7067697605195928,-1.0,-0.7009940357852883
2015-12-09,2047.6,2052.2,S&P 500,Equities,0.026928154136167823,-0.007753440589261529,0.23602091851903476,0.23602091851903476,0.23602091851903476,0.23602091851903476,0.23602091851903476,1.0,0.2039761431411531
2015-12-10,2052.2,2012.4,S&P 500,Equities,-0.23501218573134197,0.0022465325258840263,-1.798085055043774,-1.798085055043774,-1.798085055043774,-1.798085055043774,-1.798085055043774,-1.0,-0.9220675944333996
2015-12-11,2012.4,2021.9,S&P 500,Equities,0.0565154850731007,-0.01939382126498379,0.4756041368656367,0.4756041368656367,0.4756041368656367,0.4756041368656367,0.4756041368656367,1.0,0.42345924453280315
2015-12-14,2021.9,2043.4,S&P 500,Equities,0.12692908540881798,0.0047207314649175824,1.019575220152879,1.019575220152879,1.019575220152879,1.019575220152879,1.019575220152879,1.0,0.7479125248508947
2015-12-15,2043.4,2073.1,S&P 500,Equities,0.17315981258091984,0.010633562490726556,1.367895065219482,1.367895065219482,1.367895065219482,1.367895065219482,1.367895065219482,1.0,0.8703777335984095
2015-12-16,2073.1,2041.9,S&P 500,Equities,-0.1819718953209315,0.014534599197415954,-1.3890064735839094,-1.3890064735839094,-1.3890064735839094,-1.3890064735839094,-1.3890064735839094,-1.0,-0.8664015904572564
2015-12-17,2041.9,2005.5,S&P 500,Equities,-0.21584808862657895,-0.015049925232743178,-1.6321612392351652,-1.6321612392351652,-1.6321612392351652,-1.6321612392351652,-1.6321612392351652,-1.0,-0.9037773359840955
2015-12-18,2005.5,2021.2,S&P 500,Equities,0.09357585849175079,-0.017826534110387482,0.7566946712723019,0.7566946712723019,0.7566946712723019,0.7566946712723019,0.7566946712723019,1.0,0.6190854870775349
2015-12-21,2021.2,2039.0,S&P 500,Equities,0.10521716588042018,0.007828471702817197,0.8420714598121669,0.8420714598121669,0.8420714598121669,0.8420714598121669,0.8420714598121669,1.0,0.6763419483101392
